               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  86,            0.040592,             0.07531,           0.0054613,             0.77557,             0.64544,              0.6968,              0.3382,            0.049479,             0.07119,            0.013528,            0.001585,            0.001585,            0.001585
                  87,            0.040049,            0.076634,           0.0055947,             0.77891,             0.69064,             0.73015,             0.35208,            0.047647,            0.070061,            0.012528,            0.001486,            0.001486,            0.001486
                  88,             0.04079,            0.076322,           0.0060308,             0.69898,             0.67517,             0.68045,             0.33918,            0.047661,             0.07132,            0.012865,            0.001387,            0.001387,            0.001387
                  89,            0.039203,            0.075237,           0.0059977,             0.73278,             0.67862,             0.69161,             0.33401,             0.04776,            0.070099,            0.011948,            0.001288,            0.001288,            0.001288
                  90,             0.03883,            0.073334,            0.005117,             0.72817,             0.67417,             0.69682,             0.35077,            0.047257,            0.070484,            0.012277,            0.001189,            0.001189,            0.001189
                  91,             0.04012,            0.073227,           0.0048338,             0.76186,             0.68914,             0.71129,             0.36232,            0.046797,            0.068748,            0.012422,             0.00109,             0.00109,             0.00109
                  92,            0.039424,            0.079929,           0.0048443,             0.71511,             0.73049,             0.70657,             0.34283,            0.046929,            0.069813,            0.011823,            0.000991,            0.000991,            0.000991
                  93,            0.038191,            0.075446,           0.0049301,              0.6502,             0.70335,             0.67057,              0.3455,            0.046795,            0.069881,            0.012234,            0.000892,            0.000892,            0.000892
                  94,             0.03816,            0.076413,           0.0050493,             0.68534,             0.64777,             0.64508,             0.32692,            0.047655,            0.071407,             0.01254,            0.000793,            0.000793,            0.000793
                  95,            0.037901,            0.070806,           0.0046337,             0.76236,              0.6818,             0.70637,             0.35266,            0.046429,            0.071228,            0.012426,            0.000694,            0.000694,            0.000694
                  96,            0.037458,            0.070438,           0.0047916,             0.80483,             0.64717,             0.70348,             0.35393,            0.046799,            0.071297,            0.012114,            0.000595,            0.000595,            0.000595
                  97,            0.037012,             0.07196,           0.0043685,             0.79614,             0.70529,             0.72871,             0.36652,            0.046253,            0.069931,            0.011755,            0.000496,            0.000496,            0.000496
                  98,             0.03701,            0.072569,           0.0046615,              0.7913,             0.64004,             0.68079,             0.35517,            0.046533,            0.069229,            0.011767,            0.000397,            0.000397,            0.000397
                  99,             0.03687,            0.072179,           0.0043727,             0.70039,             0.65579,             0.67282,             0.35829,            0.046386,            0.069569,            0.012258,            0.000298,            0.000298,            0.000298
