               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  80,            0.038502,             0.07138,           0.0043661,              0.7834,             0.67754,             0.72526,             0.38132,            0.047187,            0.069706,            0.012616,            0.002179,            0.002179,            0.002179
                  81,            0.037915,            0.070375,             0.00432,             0.79769,             0.72413,             0.75238,             0.37162,            0.047122,            0.070518,            0.013428,             0.00208,             0.00208,             0.00208
                  82,            0.037985,            0.070624,           0.0046151,             0.79531,              0.7174,             0.73603,             0.37209,             0.04713,            0.071625,            0.014026,            0.001981,            0.001981,            0.001981
                  83,            0.038357,            0.073667,           0.0046036,             0.77923,             0.74395,             0.75554,              0.3566,            0.047599,            0.069756,            0.013837,            0.001882,            0.001882,            0.001882
                  84,            0.038265,            0.070069,           0.0039349,             0.83914,             0.73059,             0.75772,             0.38154,            0.046826,                0.07,            0.013199,            0.001783,            0.001783,            0.001783
                  85,            0.037766,            0.075505,           0.0047311,             0.79055,             0.66541,             0.72221,             0.36384,            0.046736,            0.069843,            0.013629,            0.001684,            0.001684,            0.001684
                  86,            0.036704,            0.069847,           0.0043865,             0.77785,             0.68732,             0.72012,             0.37615,             0.04666,            0.069828,            0.014068,            0.001585,            0.001585,            0.001585
                  87,            0.036628,            0.071475,           0.0042171,             0.76486,             0.75453,             0.75032,              0.3884,            0.046794,            0.071087,            0.012918,            0.001486,            0.001486,            0.001486
                  88,             0.03742,            0.070197,           0.0047953,             0.76024,             0.72878,             0.72913,             0.37806,            0.046858,            0.071316,            0.013301,            0.001387,            0.001387,            0.001387
                  89,            0.036129,            0.070064,           0.0049809,             0.79889,             0.68878,             0.73542,             0.38235,            0.046607,             0.07074,            0.013452,            0.001288,            0.001288,            0.001288
                  90,            0.036285,            0.068195,           0.0040051,             0.72918,             0.69952,             0.70764,             0.37464,            0.046549,            0.071766,            0.013329,            0.001189,            0.001189,            0.001189
                  91,            0.037103,            0.068281,           0.0039152,             0.76952,             0.69482,             0.72475,             0.38846,            0.046221,            0.070786,            0.014713,             0.00109,             0.00109,             0.00109
                  92,            0.036559,            0.074614,           0.0039186,             0.75835,             0.73665,              0.7501,              0.3765,            0.046477,            0.070488,            0.015059,            0.000991,            0.000991,            0.000991
                  93,            0.035526,             0.07068,           0.0038822,             0.78869,             0.72061,             0.74983,             0.38198,            0.046407,             0.06982,            0.014309,            0.000892,            0.000892,            0.000892
                  94,            0.035508,            0.071899,           0.0040535,             0.77832,             0.73685,              0.7546,             0.38471,            0.046786,            0.071384,            0.013695,            0.000793,            0.000793,            0.000793
                  95,            0.035821,            0.067169,           0.0038928,              0.7961,             0.71588,             0.73228,             0.37797,             0.04658,            0.071346,            0.013369,            0.000694,            0.000694,            0.000694
                  96,            0.035308,            0.066077,           0.0042153,             0.77401,             0.72209,             0.72846,             0.37636,            0.046922,            0.071766,            0.013064,            0.000595,            0.000595,            0.000595
                  97,            0.034945,            0.068128,           0.0038177,             0.80412,              0.7145,             0.73311,             0.38597,            0.046382,             0.07048,             0.01311,            0.000496,            0.000496,            0.000496
                  98,            0.035235,            0.068875,           0.0039456,             0.80196,             0.70618,             0.72754,             0.38294,            0.046414,            0.070557,            0.012947,            0.000397,            0.000397,            0.000397
                  99,            0.035037,            0.068517,             0.00373,              0.7691,              0.7231,             0.71893,             0.38113,            0.046179,            0.070602,            0.012861,            0.000298,            0.000298,            0.000298
