               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  75,            0.048645,             0.09146,           0.0086879,              0.6521,              0.6149,             0.64154,             0.30257,            0.051596,            0.067978,            0.013084,           0.0024195,           0.0024195,           0.0024195
                  76,            0.049207,            0.088502,           0.0084224,             0.69275,             0.57608,             0.63772,             0.27451,            0.051933,            0.070946,            0.013224,            0.002318,            0.002318,            0.002318
                  77,            0.047844,            0.087267,           0.0080011,             0.63257,             0.61241,             0.61676,             0.27754,            0.051722,            0.069669,            0.013862,           0.0022196,           0.0022196,           0.0022196
                  78,            0.047831,            0.087474,           0.0079142,             0.67958,             0.57653,             0.63477,             0.28246,             0.05219,            0.071318,             0.01404,           0.0021245,           0.0021245,           0.0021245
                  79,            0.048275,             0.09358,             0.00815,              0.6423,             0.61529,             0.62924,             0.27867,            0.052237,            0.070115,            0.014203,           0.0020327,           0.0020327,           0.0020327
                  80,            0.047645,            0.089684,           0.0083722,             0.64425,             0.62475,             0.63245,             0.28424,            0.051604,            0.069789,            0.013417,           0.0019443,           0.0019443,           0.0019443
                  81,            0.047288,            0.084561,           0.0081573,              0.7129,             0.57955,             0.65329,             0.28924,            0.051215,            0.068475,            0.013841,           0.0018594,           0.0018594,           0.0018594
                  82,            0.046828,            0.083152,           0.0084227,             0.70948,             0.55501,             0.62719,             0.27761,            0.051242,            0.070356,            0.014241,           0.0017781,           0.0017781,           0.0017781
                  83,            0.046992,            0.085952,            0.007591,             0.77107,             0.57798,             0.63595,             0.29187,            0.050808,            0.069411,             0.01455,           0.0017005,           0.0017005,           0.0017005
                  84,            0.046903,            0.089358,           0.0076464,             0.69339,             0.55789,             0.61218,             0.28017,            0.051144,            0.070378,            0.014354,           0.0016267,           0.0016267,           0.0016267
                  85,            0.045758,            0.084044,           0.0077257,             0.69317,             0.61216,             0.65132,             0.30842,            0.050716,            0.070295,            0.013588,           0.0015566,           0.0015566,           0.0015566
                  86,            0.046664,            0.083548,           0.0074056,             0.74949,             0.59342,             0.65448,             0.30108,             0.05139,            0.070053,            0.014013,           0.0014905,           0.0014905,           0.0014905
                  87,             0.04617,            0.084094,           0.0077405,             0.73772,             0.62049,             0.66014,             0.30322,            0.051115,            0.068993,            0.013873,           0.0014283,           0.0014283,           0.0014283
                  88,            0.046407,            0.087917,            0.007781,             0.71303,             0.63864,             0.65507,             0.29067,            0.051021,            0.069011,            0.013947,           0.0013701,           0.0013701,           0.0013701
                  89,            0.045989,            0.089304,           0.0076673,             0.66312,             0.61452,             0.64308,             0.29023,             0.05132,            0.069254,            0.013588,            0.001316,            0.001316,            0.001316
                  90,            0.045577,            0.083944,           0.0079745,             0.77283,             0.58316,             0.64087,             0.28983,            0.051818,            0.070782,             0.01388,            0.001266,            0.001266,            0.001266
                  91,            0.045551,            0.087236,           0.0070986,             0.61082,             0.69561,             0.64948,             0.30081,            0.051564,            0.069591,            0.013594,           0.0012202,           0.0012202,           0.0012202
                  92,            0.045903,            0.088694,           0.0072904,             0.70765,             0.61151,              0.6582,             0.29654,            0.051552,            0.070719,            0.014331,           0.0011787,           0.0011787,           0.0011787
                  93,             0.04588,            0.085488,           0.0072377,              0.7702,             0.61444,             0.65789,              0.3131,            0.051302,            0.069484,            0.013598,           0.0011414,           0.0011414,           0.0011414
                  94,            0.044813,             0.08073,           0.0071545,             0.75028,             0.64631,             0.67364,             0.31411,            0.050915,            0.070302,            0.013509,           0.0011084,           0.0011084,           0.0011084
                  95,            0.045836,            0.081876,           0.0078026,             0.70116,             0.65939,             0.66853,             0.31144,            0.051064,            0.071108,            0.013653,           0.0010797,           0.0010797,           0.0010797
                  96,            0.045587,            0.085408,           0.0070669,              0.6978,             0.57865,             0.66009,             0.30462,            0.050896,            0.069928,            0.013616,           0.0010554,           0.0010554,           0.0010554
                  97,            0.045939,            0.085653,           0.0073607,             0.66532,             0.62984,             0.66041,             0.30583,             0.05121,            0.069641,            0.013633,           0.0010355,           0.0010355,           0.0010355
                  98,            0.045527,            0.085214,            0.007146,             0.70045,             0.65538,             0.67101,             0.31302,            0.050974,             0.06935,            0.013791,             0.00102,             0.00102,             0.00102
                  99,            0.044942,            0.083072,            0.007465,             0.67637,              0.6873,             0.67947,             0.30713,            0.051027,            0.069296,            0.013804,           0.0010089,           0.0010089,           0.0010089
